date,cash,shares,close_price,equity,signal,signal_source
2020-08-14,15652.369999999995,19,58000.0,1117652.37,BUY,2819.1666666666642
2020-08-18,15652.369999999995,19,58400.0,1125252.37,BUY,2845.0
2020-08-19,15652.369999999995,19,57800.0,1113852.37,BUY,2895.8333333333358
2020-08-20,15652.369999999995,19,55400.0,1068252.37,BUY,2878.3333333333358
2020-08-21,15652.369999999995,19,55900.0,1077752.37,BUY,2821.6666666666642
2020-08-24,15652.369999999995,19,56100.0,1081552.37,BUY,2820.0
2020-08-25,15652.369999999995,19,56400.0,1087252.37,BUY,2825.0
2020-08-26,15652.369999999995,19,56400.0,1087252.37,BUY,2778.3333333333358
2020-08-27,15652.369999999995,19,55600.0,1072052.37,BUY,2585.0
2020-08-28,15652.369999999995,19,55400.0,1068252.37,BUY,2396.6666666666642
2020-08-31,15652.369999999995,19,54000.0,1041652.37,BUY,2203.3333333333358
2020-09-01,15652.369999999995,19,54200.0,1045452.37,BUY,2033.3333333333358
2020-09-02,15652.369999999995,19,54400.0,1049252.37,BUY,1915.0
2020-09-03,15652.369999999995,19,56400.0,1087252.37,BUY,1788.3333333333358
2020-09-04,15652.369999999995,19,55600.0,1072052.37,BUY,1746.6666666666642
2020-09-07,15652.369999999995,19,56500.0,1089152.37,BUY,1605.0
2020-09-08,15652.369999999995,19,58700.0,1130952.37,BUY,1485.0
2020-09-09,15652.369999999995,19,58400.0,1125252.37,BUY,1383.3333333333358
2020-09-10,15652.369999999995,19,59200.0,1140452.37,BUY,1288.3333333333358
2020-09-11,15652.369999999995,19,59000.0,1136652.37,BUY,1181.6666666666642
2020-09-14,15652.369999999995,19,60400.0,1163252.37,BUY,1085.0
2020-09-15,15652.369999999995,19,61000.0,1174652.37,BUY,1080.0
2020-09-16,15652.369999999995,19,61000.0,1174652.37,BUY,1060.0
2020-09-17,15652.369999999995,19,59500.0,1146152.37,BUY,1060.0
2020-09-18,15652.369999999995,19,59300.0,1142352.37,BUY,1155.0
2020-09-21,15652.369999999995,19,59200.0,1140452.37,BUY,1201.6666666666642
2020-09-22,15652.369999999995,19,58200.0,1121452.37,BUY,1258.3333333333358
2020-09-23,15652.369999999995,19,58600.0,1129052.37,BUY,1251.6666666666642
2020-09-24,15652.369999999995,19,57800.0,1113852.37,BUY,1265.0
2020-09-25,15652.369999999995,19,57900.0,1115752.37,BUY,1288.3333333333358
2020-09-28,15652.369999999995,19,58200.0,1121452.37,BUY,1330.0
2020-09-29,15652.369999999995,19,58200.0,1121452.37,BUY,1463.3333333333358
2020-10-05,15652.369999999995,19,58700.0,1130952.37,BUY,1610.0
2020-10-06,15652.369999999995,19,59000.0,1136652.37,BUY,1736.6666666666642
2020-10-07,15652.369999999995,19,59900.0,1153752.37,BUY,1766.6666666666642
2020-10-08,15652.369999999995,19,59700.0,1149952.37,BUY,1863.3333333333358
2020-10-12,15652.369999999995,19,60400.0,1163252.37,BUY,1906.6666666666642
2020-10-13,15652.369999999995,19,60900.0,1172752.37,BUY,1875.0
2020-10-14,15652.369999999995,19,60900.0,1172752.37,BUY,1881.6666666666642
2020-10-15,15652.369999999995,19,60000.0,1155652.37,BUY,1863.3333333333358
2020-10-16,15652.369999999995,19,59500.0,1146152.37,BUY,1810.0
2020-10-19,15652.369999999995,19,60000.0,1155652.37,BUY,1680.0
2020-10-20,15652.369999999995,19,60900.0,1172752.37,BUY,1533.3333333333358
2020-10-21,15652.369999999995,19,60900.0,1172752.37,BUY,1435.0
2020-10-22,15652.369999999995,19,60100.0,1157552.37,BUY,1401.6666666666642
2020-10-23,15652.369999999995,19,60200.0,1159452.37,BUY,1341.6666666666642
2020-10-26,15652.369999999995,19,60400.0,1163252.37,BUY,1291.6666666666642
2020-10-27,15652.369999999995,19,59800.0,1151852.37,BUY,1321.6666666666642
2020-10-28,15652.369999999995,19,59000.0,1136652.37,BUY,1361.6666666666642
2020-10-29,15652.369999999995,19,58100.0,1119552.37,BUY,1421.6666666666642
2020-10-30,15652.369999999995,19,56600.0,1091052.37,BUY,1446.6666666666642
2020-11-02,15652.369999999995,19,57400.0,1106252.37,BUY,1388.3333333333358
2020-11-03,15652.369999999995,19,58800.0,1132852.37,BUY,1338.3333333333358
2020-11-04,15652.369999999995,19,58500.0,1127152.37,BUY,1318.3333333333358
2020-11-05,15652.369999999995,19,60300.0,1161352.37,BUY,1266.6666666666642
2020-11-06,15652.369999999995,19,60100.0,1157552.37,BUY,1248.3333333333358
2020-11-09,15652.369999999995,19,60200.0,1159452.37,BUY,1225.0
2020-11-10,15652.369999999995,19,60200.0,1159452.37,BUY,1175.0
2020-11-11,15652.369999999995,19,61300.0,1180352.37,BUY,1106.6666666666642
2020-11-12,15652.369999999995,19,61000.0,1174652.37,BUY,1088.3333333333358
2020-11-13,15652.369999999995,19,63200.0,1216452.37,BUY,1100.0
2020-11-16,15652.369999999995,19,66300.0,1275352.37,BUY,1198.3333333333358
2020-11-17,15652.369999999995,19,65700.0,1263952.37,BUY,1381.6666666666642
2020-11-18,15652.369999999995,19,64800.0,1246852.37,BUY,1490.0
2020-11-19,15652.369999999995,19,64600.0,1243052.37,BUY,1528.3333333333358
2020-11-20,15652.369999999995,19,64700.0,1244952.37,BUY,1608.3333333333358
2020-11-23,15652.369999999995,19,67500.0,1298152.37,BUY,1690.0
2020-11-24,15652.369999999995,19,67700.0,1301952.37,BUY,1860.0
2020-11-25,15652.369999999995,19,66600.0,1281052.37,BUY,2066.6666666666642
2020-11-26,15652.369999999995,19,68000.0,1307652.37,BUY,2263.3333333333358
2020-11-27,15652.369999999995,19,68200.0,1311452.37,BUY,2548.3333333333358
2020-11-30,15652.369999999995,19,66700.0,1282952.37,BUY,2891.6666666666642
2020-12-01,15652.369999999995,19,67800.0,1303852.37,BUY,3148.3333333333358
2020-12-02,15652.369999999995,19,69500.0,1336152.37,BUY,3375.0
2020-12-03,15652.369999999995,19,69700.0,1339952.37,BUY,3706.6666666666642
2020-12-04,15652.369999999995,19,71500.0,1374152.37,BUY,3941.6666666666642
2020-12-07,15652.369999999995,19,72900.0,1400752.37,BUY,4261.666666666664
2020-12-08,15652.369999999995,19,71700.0,1377952.37,BUY,4660.0
2020-12-09,15652.369999999995,19,73900.0,1419752.37,BUY,5013.333333333336
2020-12-10,15652.369999999995,19,72900.0,1400752.37,BUY,5398.333333333336
2020-12-11,15652.369999999995,19,73400.0,1410252.37,BUY,5761.666666666664
2020-12-14,15652.369999999995,19,73800.0,1417852.37,BUY,6055.0
2020-12-15,15652.369999999995,19,73800.0,1417852.37,BUY,6216.666666666664
2020-12-16,15652.369999999995,19,73800.0,1417852.37,BUY,6408.333333333336
2020-12-17,15652.369999999995,19,73300.0,1408352.37,BUY,6620.0
2020-12-18,15652.369999999995,19,73000.0,1402652.37,BUY,6821.666666666664
2020-12-21,15652.369999999995,19,73000.0,1402652.37,BUY,7006.666666666664
2020-12-22,15652.369999999995,19,72300.0,1389352.37,BUY,7035.0
2020-12-23,15652.369999999995,19,73900.0,1419752.37,BUY,7036.666666666664
2020-12-24,15652.369999999995,19,77800.0,1493852.37,BUY,7133.333333333336
2020-12-28,15652.369999999995,19,78700.0,1510952.37,BUY,7291.666666666664
2020-12-29,15652.369999999995,19,78300.0,1503352.37,BUY,7475.0
2020-12-30,15652.369999999995,19,81000.0,1554652.37,BUY,7720.0
2021-01-04,15652.369999999995,19,83000.0,1592652.37,BUY,8008.3333333333285
2021-01-05,15652.369999999995,19,83900.0,1609752.37,BUY,8283.333333333328
2021-01-06,15652.369999999995,19,82200.0,1577452.37,BUY,8593.333333333328
2021-01-07,15652.369999999995,19,82900.0,1590752.37,BUY,8753.333333333328
2021-01-08,15652.369999999995,19,88800.0,1702852.37,BUY,8878.333333333328
2021-01-11,15652.369999999995,19,91000.0,1744652.37,BUY,9268.333333333328
2021-01-12,15652.369999999995,19,90600.0,1737052.37,BUY,9621.666666666672
2021-01-13,15652.369999999995,19,89700.0,1719952.37,BUY,9996.666666666672
2021-01-14,15652.369999999995,19,89700.0,1719952.37,BUY,10308.333333333328
2021-01-15,15652.369999999995,19,88000.0,1687652.37,BUY,10608.333333333328
2021-01-18,15652.369999999995,19,85000.0,1630652.37,BUY,10866.666666666672
2021-01-19,15652.369999999995,19,87000.0,1668652.37,BUY,11025.0
2021-01-20,15652.369999999995,19,87200.0,1672452.37,BUY,11261.666666666672
2021-01-21,15652.369999999995,19,88100.0,1689552.37,BUY,11521.666666666672
2021-01-22,15652.369999999995,19,86800.0,1664852.37,BUY,11815.0
2021-01-25,15652.369999999995,19,89400.0,1714252.37,BUY,12090.0
2021-01-26,15652.369999999995,19,86700.0,1662952.37,BUY,12358.333333333328
2021-01-27,15652.369999999995,19,85600.0,1642052.37,BUY,12326.666666666672
2021-01-28,15652.369999999995,19,83700.0,1605952.37,BUY,12188.333333333328
2021-01-29,15652.369999999995,19,82000.0,1573652.37,BUY,12020.0
2021-02-01,15652.369999999995,19,83000.0,1592652.37,BUY,11683.333333333328
2021-02-02,15652.369999999995,19,84400.0,1619252.37,BUY,11275.0
2021-02-03,15652.369999999995,19,84600.0,1623052.37,BUY,10898.333333333328
2021-02-04,15652.369999999995,19,82500.0,1583152.37,BUY,10610.0
2021-02-05,15652.369999999995,19,83500.0,1602152.37,BUY,10218.333333333328
2021-02-08,15652.369999999995,19,83000.0,1592652.37,BUY,9565.0
2021-02-09,15652.369999999995,19,82700.0,1586952.37,BUY,8803.333333333328
2021-02-10,15652.369999999995,19,81600.0,1566052.37,BUY,8046.6666666666715
2021-02-15,15652.369999999995,19,84200.0,1615452.37,BUY,7335.0
2021-02-16,15652.369999999995,19,84900.0,1628752.37,BUY,6761.6666666666715
2021-02-17,15652.369999999995,19,83200.0,1596452.37,BUY,6286.6666666666715
2021-02-18,15652.369999999995,19,82100.0,1575552.37,BUY,5890.0
2021-02-19,15652.369999999995,19,82600.0,1585052.37,BUY,5353.3333333333285
2021-02-22,15652.369999999995,19,82200.0,1577452.37,BUY,4825.0
2021-02-23,15652.369999999995,19,82000.0,1573652.37,BUY,4285.0
2021-02-24,15652.369999999995,19,82000.0,1573652.37,BUY,3806.6666666666715
2021-02-25,15652.369999999995,19,85300.0,1636352.37,BUY,3180.0
2021-02-26,15652.369999999995,19,82500.0,1583152.37,BUY,2821.6666666666715
2021-03-02,15652.369999999995,19,83600.0,1604052.37,BUY,2428.3333333333285
2021-03-03,15652.369999999995,19,84000.0,1611652.37,BUY,2141.6666666666715
2021-03-04,15652.369999999995,19,82400.0,1581252.37,BUY,1971.6666666666715
2021-03-05,15652.369999999995,19,82100.0,1575552.37,BUY,1726.6666666666715
2021-03-08,15652.369999999995,19,82000.0,1573652.37,BUY,1405.0
2021-03-09,15652.369999999995,19,81400.0,1562252.37,BUY,1100.0
2021-03-10,15652.369999999995,19,80900.0,1552752.37,BUY,903.3333333333285
2021-03-11,15652.369999999995,19,82000.0,1573652.37,BUY,620.0
2021-03-12,15652.369999999995,19,82800.0,1588852.37,BUY,435.0
2021-03-15,15652.369999999995,19,81800.0,1569852.37,BUY,275.0
2021-03-16,15652.369999999995,19,82800.0,1588852.37,BUY,145.0
2021-03-17,1588616.3900000001,0,82300.0,1588616.3900000001,SELL,-75.0
2021-03-18,1588616.3900000001,0,82900.0,1588616.3900000001,SELL,-346.6666666666715
2021-03-19,1588616.3900000001,0,81900.0,1588616.3900000001,SELL,-513.3333333333285
2021-03-22,1588616.3900000001,0,82000.0,1588616.3900000001,SELL,-666.6666666666715
2021-03-23,1588616.3900000001,0,81800.0,1588616.3900000001,SELL,-846.6666666666715
2021-03-24,1588616.3900000001,0,81000.0,1588616.3900000001,SELL,-1013.3333333333285
2021-03-25,1588616.3900000001,0,81200.0,1588616.3900000001,SELL,-1208.3333333333285
2021-03-26,1588616.3900000001,0,81500.0,1588616.3900000001,SELL,-1370.0
2021-03-29,1588616.3900000001,0,81600.0,1588616.3900000001,SELL,-1621.6666666666715
2021-03-30,1588616.3900000001,0,82200.0,1588616.3900000001,SELL,-1715.0
2021-03-31,1588616.3900000001,0,81400.0,1588616.3900000001,SELL,-1850.0
2021-04-01,1588616.3900000001,0,82900.0,1588616.3900000001,SELL,-1986.6666666666715
2021-04-02,1588616.3900000001,0,84800.0,1588616.3900000001,SELL,-1960.0
2021-04-05,1588616.3900000001,0,85400.0,1588616.3900000001,SELL,-1840.0
2021-04-06,1588616.3900000001,0,86000.0,1588616.3900000001,SELL,-1723.3333333333285
2021-04-07,1588616.3900000001,0,85600.0,1588616.3900000001,SELL,-1545.0
2021-04-08,1588616.3900000001,0,84700.0,1588616.3900000001,SELL,-1256.6666666666715
2021-04-09,1588616.3900000001,0,83600.0,1588616.3900000001,SELL,-1016.6666666666715
2021-04-12,1588616.3900000001,0,83200.0,1588616.3900000001,SELL,-860.0
2021-04-13,1588616.3900000001,0,84000.0,1588616.3900000001,SELL,-681.6666666666715
2021-04-14,1588616.3900000001,0,84000.0,1588616.3900000001,SELL,-526.6666666666715
2021-04-15,1588616.3900000001,0,84100.0,1588616.3900000001,SELL,-375.0
2021-04-16,1588616.3900000001,0,83900.0,1588616.3900000001,SELL,-300.0
2021-04-19,1588616.3900000001,0,83300.0,1588616.3900000001,SELL,-148.33333333332848
2021-04-20,1588616.3900000001,0,83900.0,1588616.3900000001,SELL,-18.333333333328483
2021-04-21,5678.985000000102,19,82600.0,1575078.985,BUY,156.66666666667152
2021-04-22,5678.985000000102,19,82400.0,1571278.985,BUY,306.6666666666715
2021-04-23,5678.985000000102,19,82800.0,1578878.985,BUY,483.3333333333285
2021-04-26,5678.985000000102,19,83500.0,1592178.985,BUY,613.3333333333285
2021-04-27,5678.985000000102,19,82900.0,1580778.985,BUY,743.3333333333285
2021-04-28,5678.985000000102,19,82100.0,1565578.985,BUY,791.6666666666715
2021-04-29,5678.985000000102,19,81700.0,1557978.985,BUY,825.0
2021-04-30,5678.985000000102,19,81500.0,1554178.985,BUY,786.6666666666715
2021-05-03,5678.985000000102,19,81700.0,1557978.985,BUY,670.0
2021-05-04,5678.985000000102,19,82600.0,1575078.985,BUY,533.3333333333285
2021-05-06,5678.985000000102,19,82300.0,1569378.985,BUY,361.6666666666715
2021-05-07,5678.985000000102,19,81900.0,1561778.985,BUY,216.66666666667152
2021-05-10,5678.985000000102,19,83200.0,1586478.985,BUY,95.0
2021-05-11,5678.985000000102,19,81200.0,1548478.985,BUY,66.66666666667152
2021-05-12,1540648.705,0,80000.0,1540648.705,SELL,-26.666666666671517
2021-05-13,1540648.705,0,78500.0,1540648.705,SELL,-156.66666666667152
2021-05-14,1540648.705,0,80100.0,1540648.705,SELL,-325.0
2021-05-17,1540648.705,0,79600.0,1540648.705,SELL,-473.3333333333285
2021-05-18,1540648.705,0,79600.0,1540648.705,SELL,-646.6666666666715
2021-05-20,1540648.705,0,79500.0,1540648.705,SELL,-781.6666666666715
2021-05-21,1540648.705,0,80100.0,1540648.705,SELL,-956.6666666666715
2021-05-24,1540648.705,0,79700.0,1540648.705,SELL,-1050.0
2021-05-25,1540648.705,0,79900.0,1540648.705,SELL,-1146.6666666666715
2021-05-26,1540648.705,0,79800.0,1540648.705,SELL,-1201.6666666666715
2021-05-27,1540648.705,0,79600.0,1540648.705,SELL,-1341.6666666666715
2021-05-28,1540648.705,0,80100.0,1540648.705,SELL,-1440.0
2021-05-31,1540648.705,0,80500.0,1540648.705,SELL,-1475.0
2021-06-01,1540648.705,0,80600.0,1540648.705,SELL,-1503.3333333333285
2021-06-02,1540648.705,0,80800.0,1540648.705,SELL,-1523.3333333333285
2021-06-03,1540648.705,0,82800.0,1540648.705,SELL,-1548.3333333333285
2021-06-04,1540648.705,0,82200.0,1540648.705,SELL,-1561.6666666666715
2021-06-07,1540648.705,0,81900.0,1540648.705,SELL,-1588.3333333333285
2021-06-08,1540648.705,0,81900.0,1540648.705,SELL,-1586.6666666666715
2021-06-09,1540648.705,0,81100.0,1540648.705,SELL,-1636.6666666666715
2021-06-10,1540648.705,0,81000.0,1540648.705,SELL,-1630.0
2021-06-11,1540648.705,0,81000.0,1540648.705,SELL,-1550.0
2021-06-14,1540648.705,0,80500.0,1540648.705,SELL,-1403.3333333333285
2021-06-15,1540648.705,0,80900.0,1540648.705,SELL,-1343.3333333333285
2021-06-16,1540648.705,0,81800.0,1540648.705,SELL,-1261.6666666666715
2021-06-17,1540648.705,0,80900.0,1540648.705,SELL,-1148.3333333333285
2021-06-18,1540648.705,0,80500.0,1540648.705,SELL,-1063.3333333333285
2021-06-21,1540648.705,0,79900.0,1540648.705,SELL,-1035.0
